name,team,fifa_OVA,fifa_POT
S. Deliktaş,Kardemir Karabükspor,65,65

P. Hatzidiakos,AZ,65,75

C. Tabó,Club Atlas,65,73

Àlex Corredera,RC Deportivo de La Coruña,65,75

A. Grgic,VfB Stuttgart,65,81

Arellano,CA Osasuna,65,78

P. Rojas,Atlético Bucaramanga,65,68

D. Vicencio,San Luis de Quillota,65,70

A. Cesped,San Luis de Quillota,65,71

M. Degenek,1860 München,65,72

Arroyo,Real Valladolid,65,73

L. Rodríguez,Estudiantes de La Plata,65,72

D. Popovič,Wisła Kraków,65,67

Frédéric Maciel,Moreirense FC,65,71

S. Rapp,FC Thun,65,72

N. Benedetti,Deportivo Cali,65,79

P. Ochs,TSG 1899 Hoffenheim,65,80

E. Taffertshofer,Würzburger Kickers,65,75

J. Parraguez,Santiago Wanderers,65,68

Borja Domingo,RC Deportivo de La Coruña,65,74

D. Romney,LA Galaxy,65,72

J. Emmanuel,Ipswich Town,65,78

J. van der Lely,FC Twente,65,72

L. Soares,Red Star FC,65,73

A. Maisonnial,AS Saint-Étienne,65,78

E. Kwateng,FC Nantes,65,79

L. Coulibaly,SC Bastia,65,80

Peter Abradanel,Coritiba Foot Ball Club,65,65

Lucas Mantela,Clube Atlético Paranaense,65,65

Lúcio Corteijo,Clube Atlético Mineiro,65,65

Adnan Vidual,Coritiba Foot Ball Club,65,65

Renan Tojeiras,Santa Cruz,65,65

Marcelo Vildeia,Botafogo de Futebol e Regatas,65,65

Edu Selneira,Grêmio Foot-Ball Porto Alegrense,65,65

João Gerster,Sport Club do Recife,65,65

Bruno Fagundeiro,Santos Futebol Clube,65,65

Nuno Moldeiro,Coritiba Foot Ball Club,65,65

Henrique Jardinel,Santos Futebol Clube,65,65

Paulito Zanon,Coritiba Foot Ball Club,65,65

Emílio Trevões,Criciúma,65,65

Sero Rochedo,Vitória,65,65

Matheus Índio,Estoril Praia,65,77

Nacho Gil,Valencia CF,65,71

Nacho,CD Numancia,65,70

F. Selemani,FC Lorient,65,73

A. Kovačević,Lechia Gdańsk,65,68

Hugo Rama,RC Deportivo de La Coruña,65,80

J. Patiño,Jaguares de Chiapas,65,66

D. Caddy,OGC Nice,65,75

M. Cafaro,Toulouse FC,65,81

J. Elías,Newell's Old Boys,65,73

P. Lienhart,Real Madrid CF,65,77

D. Bergqvist,Östersunds FK,65,72

D. Widgren,Östersunds FK,65,72

J. Hopcutt,Östersunds FK,65,71

R. Gojani,Jönköpings Södra IF,65,70

José Arnáiz,Real Valladolid,65,75

Rafa Mir,Valencia CF,65,77

M. Ngombo,Fortuna Düsseldorf,65,74

F. Aursnes,Molde FK,65,77

T. Endoh,Toronto FC,65,72

M. Solís,Atlético Huila,65,65

B. Vincent,Chicago Fire Soccer Club,65,76

N. Bandiera,Mar del Plata,65,66

M. Benyettou,Al Shabab,65,66

W. Restrepo,Philadelphia Union,65,65

G. Bazán,Sarandí,65,65

F. Herbers,Philadelphia Union,65,72

C. Sinisterra,Águilas Doradas,65,68

C. Peralta,La Equidad,65,68

S. Silva,GIF Sundsvall,65,67

M. Jevtovic,Antalyaspor,65,69

L. Owusu,Excelsior,65,75

G. Bottino,Quilmes Atlético Club,65,65

G. Perrin,Olympique Lyonnais,65,79

K. Otani,Urawa Red Diamonds,65,69

D. Nasu,Urawa Red Diamonds,65,65

Y. Mutō,Urawa Red Diamonds,65,65

S. Obu,Nagoya Grampus,65,72

Y. Hiraoka,Vegalta Sendai,65,65

H. Shiota,Omiya Ardija,65,65

K. Morisaki,Sanfrecce Hiroshima,65,65

S. Sasaki,Sanfrecce Hiroshima,65,67

Y. Chajima,Sanfrecce Hiroshima,65,70

N. Silva,Santa Fe,65,66

D. Zabala,Vélez Sarsfield,65,68

A. Putivtsev,Termalica Bruk-Bet Nieciecza,65,65

T. Morita,Albirex Niigata,65,69

W. Andrade,Club Atlético Patronato,65,65

T. Nishino,Gamba Osaka,65,71

K. Shimizu,Sanfrecce Hiroshima,65,65

Y. Ideguchi,Gamba Osaka,65,75

T. Nakamura,Júbilo Iwata,65,66

K. Oi,Júbilo Iwata,65,65

Kim Min Hyeok,Sagan Tosu,65,71

J. Méndez,Atlético Tucumán,65,69

L. Comas,Club Atlético Patronato,65,71

M. Fujita,Sagan Tosu,65,65

Y. Takahashi,Sagan Tosu,65,65

C. Togashi,Yokohama F. Marinos,65,73

Choi Kyu Baek,Jeonbuk Hyundai Motors,65,72

Y. Akimoto,F.C. Tokyo,65,65

R. Ogawa,F.C. Tokyo,65,76

K. Yoshimoto,F.C. Tokyo,65,66

R. Nagaki,Kashima Antlers,65,65

A. Nakamura,Kashima Antlers,65,66

S. Kobayashi,Vissel Kobe,65,71

K. Taketomi,Kashiwa Reysol,65,66

H. Akino,Kashiwa Reysol,65,72

H. Jogo,Avispa Fukuoka,65,65

G. Shelia,FC Ufa,65,67

Garrido,Cádiz C.F.,65,68

R. van Drongelen,Sparta Rotterdam,65,82

F. Stokkers,Sparta Rotterdam,65,70

S. Arai,Kawasaki Frontale,65,65

Jung Won Jin,Pohang Steelers,65,76

S. Kikuchi,Shonan Bellmare,65,70

S. Fujita,Shonan Bellmare,65,65

V. Gutkovskis,Termalica Bruk-Bet Nieciecza,65,72

V. Jovanovic,Zenit St. Petersburg,65,80

S. Ezzatolahi,FC Rostov,65,78

A. Vega,Deportivo Toluca,65,81

R. Oudin,Stade de Reims,65,76

M. Barbieri,Racing Club,65,75

B. Merlini,San Lorenzo de Almagro,65,79

J. Glesnes,Strømsgodset IF,65,71

N. Sarenren Bazee,Hannover 96,65,81

A. Masuyama,Vissel Kobe,65,77

R. Orsolini,Ascoli,65,81

K. Eboue,FC Krasnodar,65,80

Mardial Cunha,Avaí Futebol Clube,65,65

Naldo Freidinha,Joinville Esporte Clube,65,65

Kainho Selva,Club de Regatas Vasco da Gama,65,65

Tomás Nuninho,Vitória,65,65

A. Ponce,FC Lugano,65,78

K. Thiam,Chicago Fire Soccer Club,65,70

R. Tarifeño,CD Universidad de Concepción,65,75

David Carmona,Sevilla Atlético,65,79

I. Groothuizen,FC Nordsjælland,65,75

A. El Mahdioui,ADO Den Haag,65,74

M. Djetei,Gimnàstic de Tarragona,65,77

J. Müller,SG Dynamo Dresden,65,75

F. Müller,Würzburger Kickers,65,72

P. Kurzweg,Würzburger Kickers,65,69

N. Solís,Boca Juniors,65,74

J. Leiva,Universidad de Chile,65,73

E. Mendy,Stade de Reims,65,73

A. Sanaia,FC Orenburg,65,66

J. Brekalo,VfL Wolfsburg,65,80

J. Attamah,Medipol Başakşehir FK,65,72

L. Bénes,Borussia Mönchengladbach,65,82

M. El Hankouri,Feyenoord,65,77

Caro,Sevilla Atlético,65,72

Soriano,Sevilla Atlético,65,75

D. Dinga,FC Ural,65,79

A. Mobara,Orlando Pirates,65,73

R. Bayard,Stade Lavallois Mayenne FC,65,75

F. Margiotta,FC Lausanne-Sports,65,72

Janota,Tondela,65,65

J. Lazare Amani,KAS Eupen,65,78

M. Chemin,US Orléans Loiret Football,65,65

Y. Bamba,FC Orenburg,65,70

I. Žunić,FC Orenburg,65,66

Luís Pérez,Elche CF,65,71

R. Norodien,Orlando Pirates,65,73

T. Khutumela,Orlando Pirates,65,71

M. de Ligt,Ajax,65,84

A. Arroyo,Deportes Tolima,65,72

C. Rodríguez,Bahía Blanca,65,68

R. Popa,Real Zaragoza,65,75

M. Rharsalla,Gimnàstic de Tarragona,65,76

Idé,Boavista FC,65,73

G. Marchegiani,Ferrara (SPAL),65,78

Bruno Gomes,Estoril Praia,65,76

K. Sönmez,Kayserispor,65,71

Quim Araujo,Valencia CF,65,65

G. Camacho,Monterrey,65,73

D. Trajkovski,FC Twente,65,70

M. Massop,Excelsior,65,70

V. Churko,Frosinone,65,69

D. Flores,Tondela,65,71

Álvaro Arencibia,UD Las Palmas,65,73

S. Konde,Amkar Perm,65,73

Santi Comesaña,Rayo Vallecano,65,71

T. Paredes,Rafaela,65,70

H. Küçükköylü,Beşiktaş JK,65,77

A. Picchi,Ferrara (SPAL),65,80

S. Gorga,G. La Plata,65,73

M. Stevanovic,Kayserispor,65,78

Alex Pozo,Sevilla Atlético,65,75

Markel Areitio,SD Eibar,65,77

Fran Beltrán,Rayo Vallecano,65,75

Elton Coengo,Club de Regatas Vasco da Gama,65,65

Nito Carbelho,Botafogo de Futebol e Regatas,65,65

S. Peña,Free,65,71

P. Aquino,Free,65,71

S. Eduok,Kasimpaşa SK,65,69

E. Cabaco,AS Nancy-Lorraine,65,79

Marc Cardona,FC Barcelona,65,74

C. Michelin,Toulouse FC,65,82

S. Lammers,PSV,65,80

Artur Jorge,SC Braga,65,73

J. Sýkora,Free,65,71

J. Zmrhal,Free,65,71

J. Parkin,Newport County,64,64

E. Hoff,IK Start,64,64

P. Green,Oldham Athletic,64,64

A. Smith,Notts County,64,64

P. Jehle,FC Vaduz,64,64

P. Kenny,Northampton Town,64,64

J. Karlsson,Jönköpings Södra IF,64,64

J. Standfest,Wolfsberger AC,64,64

M. Pedersen,Tromsø IL,64,64

M. Thomsen,Silkeborg IF,64,64

M. Canning,Hamilton Academical FC,64,64

P. Moen,Strømsgodset IF,64,64

J. Murphy,Huddersfield Town,64,64

A. Johansson,IFK Göteborg,64,64

T. Berni,Inter,64,64

A. Østli,Sarpsborg 08 FF,64,64

P. Gori,Benevento Calcio,64,64

T. Naurin,GIF Sundsvall,64,64

P. Heerwagen,FC St. Pauli,64,64

Kim Chi Gon,Ulsan Hyundai Horang-i,64,64

A. Faivre,Bourg-en-Bresse Péronnas 01,64,64

L. Kryger,AC Horsens,64,64

D. Potter,Milton Keynes Dons,64,64

Z. Diamond,Northampton Town,64,64

B. Williams,Bury,64,64

J. Stead,Notts County,64,64

J. McPake,Dundee FC,64,64

T. Myojin,Nagoya Grampus,64,64

Y. Urbina,Monarcas Morelia,64,64

A. Cortés,Puebla,64,64

B. Murphy,Cardiff City,64,64

G. Vailati,FC Basel,64,64

J. De Olivera,Deportivo Pasto,64,64

D. Vega,Bahía Blanca,64,64

P. Santillo,Sarandí,64,64

K. Tarakçı,Torku Konyaspor,64,64

P. Nemov,FC Tom Tomsk,64,64

S. Samodin,FC Tom Tomsk,64,64

A. Jadid,Chiavari,64,64

M. Couturier,Stade Lavallois Mayenne FC,64,64

B. Rotenberg,Lokomotiv Moscow,64,64

M. Tauber,Lyngby BK,64,64

B. Davies,Grimsby Town,64,64

D. Collins,Grimsby Town,64,64

T. Kortegaard,AC Horsens,64,64

M. Moström,Molde FK,64,64

G. Zakuani,Northampton Town,64,64

M. Doyle,Portsmouth,64,64

P. Keegan,Doncaster Rovers,64,64

M. Yeates,Blackpool,64,64

C. Wingert,Real Salt Lake,64,64

O. Lie,Aalesunds FK,64,64

C. Mackail-Smith,Luton Town,64,64

Hwang Ji Soo,Pohang Steelers,64,64

C. Gratzei,SK Sturm Graz,64,64

V. Jalasto,HJK,64,64

A. El-Abd,Shrewsbury,64,64

A. Akinfenwa,Wycombe Wanderers,64,64

N. Ledgerwood,Free,64,64

T. Eriksson,Kalmar FF,64,64

J. Ielsch,Amiens SC Football,64,64

I. Black,Shrewsbury,64,64

S. Wiseman,Scunthorpe United,64,64

I. Lolo,KVC Westerlo,64,64

A. Katsalapov,FC Orenburg,64,64

P. Guiñazú,Talleres de Cordoba,64,64

S. Pérez,Puebla,64,64

B. Fuller,AFC Wimbledon,64,64

K. Hurst,Mansfield Town,64,64

J. Magallón,Club Atlético Lanús,64,64

B. Alnwick,Bolton Wanderers,64,64

D. Mirfin,Scunthorpe United,64,64

K. Keane,Rochdale,64,64

J. Lange,Helsingborgs IF,64,64

J. Mullins,Luton Town,64,64

J. Kennedy,Carlisle United,64,64

D. Buchanan,Northampton Town,64,64

C. Neal,Fleetwood Town,64,64

T. Carson,Hartlepool United,64,64

N. Danns,Bury,64,64

J. Wright,Sheffield United,64,64

S. Whalley,Shrewsbury,64,64

A. Solosin,FC Tom Tomsk,64,66

P. Cregg,Shamrock Rovers,64,64

S. Loach,Notts County,64,64

R. Loy,Dundee FC,64,64

S. Avogadri,Pisa,64,64

J. Akpa Akpro,Barnet,64,64

T. Stuckmann,Partick Thistle F.C.,64,64

B. Purkiss,Port Vale,64,64

M. Gardyne,Ross County FC,64,64

T. Kolehmainen,HJK,64,64

J. Curth,Viborg FF,64,64

A. Barcham,AFC Wimbledon,64,64

I. Miller,Bury,64,64

B. Moore,Bristol Rovers,64,64

J. Chiapas,Tiburones Rojos de Veracruz,64,64

A. Wordsworth,Southend United,64,65

W. Busse,Junín,64,64

B. Corr,Cambridge United,64,64

Bengoa,Athletic Club de Bilbao,64,72

M. Christensen,Helsingborgs IF,64,64

P. Kristensen,Aalborg BK,64,64

G. Coke,Ipswich Town,64,64

M. Martin,Cittadella,64,64

L. Solis,CD Cobresal,64,64

L. Nyatanga,Northampton Town,64,64

L. Alessandra,Hartlepool United,64,64

H. Norbye,Tromsø IL,64,64

N. Sturgis,Seattle Sounders FC,64,64

T. Wahl,Columbus Crew SC,64,64

M. Kowalczyk,Ruch Chorzów,64,64

D. Nowak,Termalica Bruk-Bet Nieciecza,64,64

H. Wołąkiewicz,Cracovia,64,64

Lee Woo Jin,Jeju United FC,64,64

R. Milsom,Notts County,64,64

R. Gurtner,Amiens SC Football,64,64

A. Ponroy,Bourg-en-Bresse Péronnas 01,64,64

Henan,Jeju United FC,64,64

R. Åhman Persson,Örebro SK,64,64

R. Taylor,Oxford United,64,64

J. Wright,Gillingham,64,65

N. Rutjes,Roda JC Kerkrade,64,64

A. Valentini,La Spezia,64,64

J. Janse,Leyton Orient,64,64

E. Kronberg,Montreal Impact,64,64

O. Urbano,FC Lugano,64,64

Z. Bakayogo,Crewe Alexandra,64,64

N. LaBrocca,Chicago Fire Soccer Club,64,64

A. Skúlason,Sporting Lokeren,64,64

A. Annan,HJK,64,64

Kim Dong Suk,Incheon United FC,64,64

S. Shrahilee,Al Shabab,64,64

M. Theo,Brisbane Roar,64,64

B. Djité,Suwon FC,64,64

G. Deegan,Shrewsbury,64,64

J. Lantto,Gefle IF,64,64

J. Huyghebaert,Royal Excel Mouscron,64,64

Zhao Mingjian,Free,64,64

E. Bourgaud,Amiens SC Football,64,64

F. Carlsen,Aalesunds FK,64,65

K. Pearce,Mansfield Town,64,66

K. Dupuis,US Orléans Loiret Football,64,64

J. Mehl,AC Horsens,64,64

C. Herd,Gillingham,64,65

B. Prokopič,SCR Altach,64,64

M. de Luna,Necaxa,64,64

M. Smiljanić,Perth Glory,64,64

A. Dona Ndoh,Chamois Niortais FC,64,64

M. Hansson,Djurgårdens IF,64,66

A. Wiss,FC St. Gallen,64,66

M. Ellis,Carlisle United,64,65

J. Nava,Jaguares de Chiapas,64,64

A. Pasche,FC Lausanne-Sports,64,65

L. Sánchez,Jaguares de Chiapas,64,65

M. Arcari,Brescia,64,64

S. Madden,Shamrock Rovers,64,64

L. Collins,Mansfield Town,64,65

R. Flynn,Oldham Athletic,64,64

J. Mellis,Bury,64,64

J. O'Toole,Northampton Town,64,64

P. Staňo,Termalica Bruk-Bet Nieciecza,64,64

B. Grant,Fleetwood Town,64,65

P. Friis Jensen,Viborg FF,64,64

J. O'Brien,Shrewsbury,64,64

D. Mullen,Newcastle Jets,64,64

L. Krogh Gerson,GIF Sundsvall,64,66

Park Hyun Bem,Suwon Samsung Bluewings,64,64

N. Smith,Yeovil Town,64,64

An Jae Jun,Incheon United FC,64,64

Jou Silva,Al Batin,64,64

L. Hallenius,Helsingborgs IF,64,65

Cho Dong Gun,Suwon Samsung Bluewings,64,64

J. González,Santos Laguna,64,68

H. Tchami,F. Santa Maria da Feira,64,64

L. Hanzel,Ruch Chorzów,64,64

S. Wood,Wycombe Wanderers,64,64

M. Seidl,SV Mattersburg,64,64

L. Abdi,FK Haugesund,64,64

C. Walch,SV Josko Ried,64,64

P. Taylor,Peterborough United,64,64

L. Ngwat Mahop,SCR Altach,64,64

J. Martin,Millwall,64,64

G. Marinelli,Huracán,64,65

N. Giani,Ferrara (SPAL),64,64

M. Facchinetti,FC Thun,64,69

C. Clements,Mansfield Town,64,66

L. Damour,Bourg-en-Bresse Péronnas 01,64,68

D. Gissi,Rosario Central,64,68

A. Smárason,Hammarby IF,64,64

M. Pascali,Cittadella,64,64

M. Di Piazza,Vicenza,64,64

A. Kayalı,Gaziantepspor,64,68

P. Grajciar,Śląsk Wrocław,64,64

O. Gobern,Mansfield Town,64,68

J. Vincent,Dundee FC,64,65

R. Johansen,SK Brann,64,66

M. Mathys,FC Vaduz,64,64

N. Gunnarsson,Djurgårdens IF,64,69

O. Jallow,HJK,64,64

H. Akpan,Blackburn Rovers,64,66

D. Hofbauer,Arka Gdynia,64,65

F. Kastrati,Aalesunds FK,64,69

M. Smith,Portsmouth,64,68

M. Ziegl,SV Josko Ried,64,70

A. Groven,Sarpsborg 08 FF,64,68

D. Barnes,New England Revolution,64,64

D. Kobayashi,New England Revolution,64,64

S. Escudero,Quilmes Atlético Club,64,64

D. Myrestam,FK Haugesund,64,64

S. D'Angelo,Newell's Old Boys,64,65

C. McDonald,Gillingham,64,64

Y. Tasaka,Kawasaki Frontale,64,64

T. Yokoyama,Omiya Ardija,64,64

S. Otsuka,Kawasaki Frontale,64,65

R. Al Raheeb,Al Khaleej,64,64

Park Jong Jin,Incheon United FC,64,64

Lee Yong Rae,Suwon Samsung Bluewings,64,64

Park Jun Tae,Jeonnam Dragons,64,65

Jeong Jun Yeon,Sangju Sangmu FC,64,66

F. Al Yamani,Al Ahli,64,66

E. Orrantía,Puebla,64,66

P. Ericsson,Jönköpings Södra IF,64,64

J. Edwards,Walsall,64,67

R. Grant,Sydney FC,64,66

A. Barton,Partick Thistle F.C.,64,67

G. Kongshavn,Tromsø IL,64,65

S. Bidaoui,Avellino,64,65

B. Reeves,Milton Keynes Dons,64,70

D. Kearns,Sligo Rovers,64,65

S. Sahin-Radlinger,Hannover 96,64,72

Aitor,CD Numancia,64,67

A. Wildig,Morecambe,64,68

D. Jablonský,FC Tom Tomsk,64,71

J. Meades,AFC Wimbledon,64,68

A. Eastham,Fleetwood Town,64,68

T. Flanagan,Burton Albion,64,68

V. Ustinov,Rubin Kazan,64,67

G. Wylde,Millwall,64,66

L. Wilkinson,Stevenage,64,69

Álex Sánchez,CA Osasuna,64,64

J. Proctor,Bolton Wanderers,64,67

A. Abbas,Pohang Steelers,64,64

D. Koukou,RC Lens,64,66

D. Savage,BK Häcken,64,64

L. Fané,Al Batin,64,64

A. Nieto,U.N.A.M.,64,68

Luciano Castán,Stade Brestois 29,64,67

J. Bond,Gillingham,64,73

G. Francomb,AFC Wimbledon,64,67

M. Amundsen,Lillestrøm SK,64,70

J. Nilsen,Odds BK,64,67

T. Andreassen,FK Haugesund,64,64

E. Mæland,FK Haugesund,64,65

H. Hansson,AC Horsens,64,70

R. Torres,Alianza Petrolera,64,68

D. Parrett,AFC Wimbledon,64,69

B. McGrath,Esbjerg fB,64,66

Cala,Jönköpings Södra IF,64,65

Y. Tokunaga,F.C. Tokyo,64,64

Jo Jae Cheol,Seongnam FC,64,64

Lee Seung Hee,Nagoya Grampus,64,65

Ko Cha Won,Suwon Samsung Bluewings,64,64

S. Kukuruzović,FC Vaduz,64,65

Choi Ho Jung,Seongnam FC,64,66

R. Amieux,Red Star FC,64,64

P. Malarczyk,Cracovia,64,65

M. Potzmann,SK Sturm Graz,64,69

R. Allsop,Bournemouth,64,71

R. Sattelmaier,Bradford City,64,66

I. Kireev,FC Rostov,64,70

M. Božok,Arka Gdynia,64,64

A. Sarcevic,Shrewsbury,64,68

N. Ross,Dundee FC,64,67

A. Belaïd,Rotherham United,64,65

N. Hengelman,FC Twente,64,67

B. Bodin,Bristol Rovers,64,67

M. Mitrovic,Randers FC,64,69

E. Skagestad,Aalesunds FK,64,64

R. Tafazolli,Peterborough United,64,70

F. Haugen,SK Brann,64,70

K. Freeman,Sheffield United,64,70

M. Ehmer,Gillingham,64,66

L. Tremolada,Chiavari,64,69

R. Dow,Ross County FC,64,68

A. Thompson,Southend United,64,71

E. Scheel,Silkeborg IF,64,65

R. Laursen,Esbjerg fB,64,71

Kim Dong Woo,FC Seoul,64,64

S. McLaughlin,Southend United,64,65

G. Long,Sheffield United,64,70

J. Jørgensen,Viking FK,64,64

Im Ha Ram,Suwon FC,64,68

Lee Yong,Seongnam FC,64,67

C. Bolger,Fleetwood Town,64,70

D. Offenbacher,Wolfsberger AC,64,69

J. Clark,Accrington Stanley,64,66

F. Ardizzone,Vercelli,64,68

L. Puyo,AS Nancy-Lorraine,64,64

A. De Vitis,Latina,64,67

M. Falkesgaard,Odense Boldklub,64,68

Z. Pfeffer,Colorado Rapids,64,74

D. Bowles,Brisbane Roar,64,66

G. Iravul,Alanyaspor,64,70

J. Carroll,Hartlepool United,64,68

Lee Jong Sung,Suwon Samsung Bluewings,64,72

R. Brown,Sheffield United,64,68

C. de la Peña,Monterrey,64,69

V. Ljung,Helsingborgs IF,64,66

C. Good,Newcastle United,64,72

M. Clayton,Bolton Wanderers,64,74

L. Thomas,Melbourne Victory,64,68

E. Hewitt,Notts County,64,72

H. Kryeziu,FC Luzern,64,72

D. Rose,Mansfield Town,64,68

A. Bruno,Pescara,64,64

N. Pope,Burnley,64,72

M. Fitzgerald,Albirex Niigata,64,66

D. Maatsen,Go Ahead Eagles,64,65

H. Toivomäki,Sarpsborg 08 FF,64,69

Fabinho,Vicenza,64,65

K. Escamilla,U.N.A.M.,64,72

S. Ziajka,Termalica Bruk-Bet Nieciecza,64,64

J. Jønsson,Torku Konyaspor,64,72

A. Peuget,Stade de Reims,64,68

D. Schmidt,SC Heerenveen,64,67

B. Boulenger,Sporting Charleroi,64,67

C. Gameiro,Melbourne City,64,67

R. Pruchnik,Górnik Łęczna,64,64

Pak Kwang Ryong,FC Lausanne-Sports,64,67

M. Kennedy,Cardiff City,64,76

J. Melling,Western Sydney Wanderers,64,68

K. Adorján,Novara,64,70

R. Inniss,Southend United,64,71

M. Ingram,Queens Park Rangers,64,72

M. Przybecki,Ruch Chorzów,64,65

S. Jombati,Wycombe Wanderers,64,64

C. O'Brien,AC Horsens,64,64

T. Nguen,Strømsgodset IF,64,73

R. Williams,Barnsley,64,71

Migue Garcia,CF Reus Deportiu,64,67

L. Droppa,FC Tom Tomsk,64,66

O. Taşdelen,Akhisar Belediyespor,64,64

L. Erwin,Oldham Athletic,64,71

M. Kuhn,SV Sandhausen,64,67

M. Wegner,FC Erzgebirge Aue,64,65

L. Zima,Genoa,64,73

M. Juhár,Termalica Bruk-Bet Nieciecza,64,64

A. Forde,Rotherham United,64,68

H. Rodriguez,Stade de Reims,64,68

G. Edwards,Peterborough United,64,72

S. Drewniak,Górnik Łęczna,64,68

T. Thorpe,Bolton Wanderers,64,68

D. Vural,Alanyaspor,64,64

C. Vincent,AC Ajaccio,64,69

A. Sané,Red Star FC,64,69

Kim Won Sik,FC Seoul,64,70

S. Almeida,Everton de Viña del Mar,64,72

P. Digby,Ipswich Town,64,73

F. Pinteaux,Sparta Rotterdam,64,68

M. Ovenstad,Strømsgodset IF,64,73

L. James,Bristol Rovers,64,73

M. Haukås,Viking FK,64,64

Hong Jin Gi,Jeonnam Dragons,64,68

J. Haugaard,Stoke City,64,70

R. Donnelly,Gillingham,64,69

Rafael Silva,Albirex Niigata,64,70

N. Bertrams,Willem II,64,72

A. Al Hafith,Al Hilal,64,69

Igor Rocha,FC Arouca,64,71

T. Barbarić,KV Kortrijk,64,66

T. Vion,FC Metz,64,71

J. Gyau,Borussia Dortmund,64,69

A. Linde,Molde FK,64,72

J. Valencia,Deportes Tolima,64,64

C. Cato,San Jose Earthquakes,64,67

I. Runje,Jagiellonia Białystok,64,67

Francisco Júnior,Strømsgodset IF,64,68

K. Antonsen,Tromsø IL,64,74

Bae Seul Gi,Pohang Steelers,64,64

S. Larsen,Vålerenga Fotball,64,65

M. Ricci,Perugia,64,74

F. Urso,Vicenza,64,71

L. Ralte,Free,64,70

A. Guido,Club Tijuana,64,73

P. Tornaghi,Vancouver Whitecaps FC,64,65

F. Torsteinbø,Hammarby IF,64,67

N. Jaadi,Ascoli,64,77

N. Fitzgerald,Melbourne City,64,67

M. Topčagić,Wolfsberger AC,64,64

W. Vaulks,Rotherham United,64,74

M. Fox,Charlton Athletic,64,73

M. Benning,Mansfield Town,64,68

D. Poleon,AFC Wimbledon,64,72

A. N'Diaye,Stade Lavallois Mayenne FC,64,67

S. Al Dossari,Al Khaleej,64,67

D. Moberg-Karlsson,IFK Norrköping,64,72

Y. Al Musallam,Al Wehda,64,64

E. Correa,Bahía Blanca,64,69

M. Blair,Doncaster Rovers,64,64

J. Lumu,SKN St. Pölten,64,70

D. Rose,Portsmouth,64,64

F. Al Subaiei,Al Taawoun,64,64

R. Mukhametshin,Arsenal Tula,64,64

S. Rudol,Pogoń Szczecin,64,71

J. O'Sullivan,Accrington Stanley,64,74

Y. Otayn,Ettifaq FC,64,67

S. Fernández,Deportivo Pasto,64,65

K. Afougou,Stade Lavallois Mayenne FC,64,66

C. Zeoula,Stade Lavallois Mayenne FC,64,64

L. Sánchez,Tiburones Rojos de Veracruz,64,64

A. Fomitschow,N.E.C.,64,66

P. Weihrauch,Würzburger Kickers,64,74

C. Benavente,Sporting Charleroi,64,71

M. Al Mosa,Al Wehda,64,64

C. Chapman,Melbourne City,64,70

S. Tréllez,La Equidad,64,65

S. Spiridonović,FC Admira Wacker Mödling,64,71

S. Kelly,AFC Wimbledon,64,71

P. Möschl,SV Josko Ried,64,70

P. Wessely,FC Admira Wacker Mödling,64,69

D. Aydov,Arsenal Tula,64,64

L. Chiaretti,Cittadella,64,64

A. Evseev,Zenit St. Petersburg,64,73

A. Panyukov,SC Braga,64,75

K. Appaev,Arsenal Tula,64,66

B. Magaña,U.N.A.M.,64,71

S. Al Sawadi,Al Raed,64,70

J. Nilsson,IF Elfsborg,64,72

M. Al Shammari,Al Taawoun,64,64

Lee Chang Geun,Suwon FC,64,72

A. Al Shanqiti,Al Khaleej,64,64

N. Brock-Madsen,PEC Zwolle,64,71

Andrés Prieto,RCD Espanyol,64,74

M. Palmer,Burton Albion,64,76

J. Untersee,Brescia,64,74

A. Peña,Atlético Bucaramanga,64,65

J. Fabri,Bourg-en-Bresse Péronnas 01,64,74

A. Al Salem,Al Khaleej,64,71

A. Lotfi,Free,64,66

D. Starkl,FC Admira Wacker Mödling,64,67

Jeong Woon,Jeju United FC,64,65

